Designator,Mid X,Mid Y,Rotation,Layer
C1,128.44,-87.977,0.0,top
C2,134.04,-78.177,90.0,top
C3,127.94,-101.877,90.0,top
C5,128.765,-108.577,0.0,top
C7,131.74,-89.977,0.0,top
U1,128.14,-81.172,270.0,top
U2,128.49,-90.6914,0.0,top
U3,128.0208,-105.577,180.0,top
